200 150
30.0 0.0 1
29.985211815106467 0.4709226059554702 1
29.940861839786695 0.9413809392064463 1
29.866993797749693 1.4109111847651397 1
29.763680513946344 1.879050442625923 1
29.631023842772844 2.345337184128717 1
29.469154567654567 2.8093117069704063 1
29.278232272109452 3.2705165884156795 1
29.058445182417955 3.7284971362604953 1
28.81000998205471 4.182801837103575 1
28.53317159806485 4.6329828014839824 1
28.22820295959558 5.078596205445928 1
27.895404728821074 5.519202728095493 1
27.535105004525914 5.9543679847178606 1
27.147658998639432 6.3836629550280835 1
26.73344868603972 6.806664406133177 1
26.292882427972607 7.222955309788528 1
25.826394569456916 7.632125253537287 1
25.334445011072788 8.033770845327386 1
24.817518755555408 8.427496111207283 1
24.276125429640967 8.812912885708378 1
23.710798781636385 9.189641194529175 1
23.12209615520806 9.557309629143978 1
22.510597939908443 9.915555712966743 1
21.8769069989822 10.264026258709146 1
21.22164807501599 10.60237771658049 1
20.54546717401786 10.93027651298624 1
19.8490309285335 11.247399379391227 1
19.133025940427235 11.553433671023289 1
18.39815810397564 11.8480776751032 1
17.64515190994125 12.131040908296953 1
16.874749731312278 12.402044403097179 1
16.08771109141272 12.66082098285135 1
15.284811915104264 12.907115525165631 1
14.46684376381824 13.14068521342469 1
13.634613055171874 13.361299776179493 1
12.78894026793806 13.568741714167091 1
11.9306591331526 13.762806514738577 1
11.060615812156296 13.9433028534838 1
10.17966806238222 14.110052782854105 1
9.288684391710726 14.26289190759705 1
8.388543202225742 14.401669546830258 1
7.4801319242166375 14.526248882594528 1
6.5643461412793025 14.636507094739779 1
5.642088707379148 14.73233548201086 1
4.714268856746292 14.81363956921384 1
3.781801307480683 14.880339200357106 1
2.8456053597506856 14.93236861767548 1
1.9066039894744327 14.969676526459416 1
0.9657229383771669 14.992226145625374 1
0.0238898013219979 14.99999524397752 1
-0.9179668881864458 14.992976162124993 1
-1.85891857342364 14.971175820033146 1
-2.7980375898897867 14.934615710201282 1
-3.7343980798747034 14.883331876473662 1
-4.667076905241544 14.817374878504635 1
-5.595154557529241 14.736809741912934 1
-6.517716064476643 14.64171589417428 1
-7.433851892074362 14.53218708631552 1
-8.342658841255345 14.408331300487438 1
-9.243240938339778 14.270270643507427 1
-10.134710318356774 14.118141226476954 1
-11.016188100371746 13.95209303059247 1
-11.886805253956709 13.772289759282106 1
-12.745703455949075 13.578908676813905 1
-13.592035936654447 13.372140433534698 1
-14.424968314659113 13.152188877911927 1
-15.243679419429073 12.919270855563738 1
-16.04736210088489 12.673615995475437 1
-16.835224025153927 12.415466483613091 1
-17.606488455715777 12.145076824157464 1
-18.36039501917036 11.862713588593717 1
-19.09620045487416 11.56865515290416 1
-19.81317934770524 11.263191423123228 1
-20.51062484323483 10.946623549525194 1
-21.187849344600156 10.619263629726483 1
-21.844185190391872 10.281434400995128 1
-22.47898531288732 9.933468922070931 1
-23.091623875981032 9.575710244809818 1
-23.681496892183404 9.208511075976233 1
-24.248022818079303 8.83223342951693 1
-24.790643127659443 8.447248269659056 1
-25.308822862959484 8.053935145184296 1
-25.802051161463847 7.652681815239709 1
-26.269841759754343 7.243883867054105 1
-26.711733472907035 6.827944325936944 1
-27.12729064916477 6.405273257944147 1
-27.516103599437145 5.976287365602539 1
-27.877789001204313 5.541409577091642 1
-28.21199027642664 5.10106862928761 1
-28.518377943087465 4.655698645080625 1
-28.79664994002256 4.2057387053821635 1
-29.046531924715826 3.7516324162444374 1
-29.267777543767856 3.2938274715184326 1
-29.460168675770543 2.832775211482019 1
-29.62351564634843 2.3689301778729974 1
-29.75765741515468 1.9027496657659528 1
-29.86246173463734 1.434693272734684 1
-29.937825280419478 0.9652224457445548 1
-29.98367375316447 0.49480002622170177 1
-29.999961951826187 0.023889793747302424 1
-29.986673818211727 -0.44704399117289045 1
-29.94382245281289 -0.9175370448132961 1
-29.871450101890623 -1.3871255179559976 1
-29.769628115825373 -1.8553464531900339 1
-29.638456878774228 -2.321738241331308 1
-29.47806570970425 -2.7858410765134494 1
-29.288612734899687 -3.247197409500685 1
-29.070284732068544 -3.705352398776081 1
-28.823296946202362 -4.15985435896023 1
-28.54789287737073 -4.610255206118348 1
-28.244344040659684 -5.056110899516835 1
-27.912949698490653 -5.496981879393698 1
-27.554036565583935 -5.932433500311309 1
-27.167958486857543 -6.36203645966418 1
-26.755096088578927 -6.785367220919378 1
-26.315856403113493 -7.20200843117235 1
-25.85067246764001 -7.611549332606318 1
-25.36000289722827 -8.013586167449843 1
-24.844331432700226 -8.407722576033054 1
-24.304166463719973 -8.793569987550411 1
-23.74004052758315 -9.170748003144421 1
-23.15250978419952 -9.538884770932942 1
-22.542153467786697 -9.897617352610075 1
-21.909573315815198 -10.24659208125949 1
-21.255392975768192 -10.585464910027147 1
-20.58025739030048 -10.913901751309913 1
-19.884832161403157 -11.231578806125462 1
-19.169802894200522 -11.538182883338925 1
-18.435874521026427 -11.833411708431434 1
-17.683770606446274 -12.116974221506238 1
-16.914232633909894 -12.38859086423853 1
-16.128019274738712 -12.647993855486101 1
-15.325905640167436 -12.894927455289192 1
-14.508682517178297 -13.129148216999122 1
-13.677155588880783 -13.35042522728721 1
-12.832144640205561 -13.558540333797401 1
-11.974482749695676 -13.75328836021808 1
-11.105015468191999 -13.934477308561096 1
-10.22459998522235 -14.101928548448534 1
-9.334104283916467 -14.255476993220643 1
-8.434406285279486 -14.394971262691339 1
-7.5263929826682725 -14.520273832390712 1
-6.610959567323093 -14.631261169147546 1
-5.689008545817589 -14.727823852878048 1
-4.761448850296324 -14.809866684460834 1
-3.8291949423777716 -14.87730877959173 1
-2.8931659116057755 -14.930083648525903 1
-1.9542845693385467 -14.968139261628725 1
-1.0134765389682805 -14.99143810067067 1
-0.07166934336844616 -14.99995719581577 1
0.8702085095314768 -14.993688148267083 1
1.8112284421423812 -14.97263713854689 1
2.750462722680831 -14.936824920403458 1
3.6869853798002548 -14.88628680035034 1
4.619873115486596 -14.82107260285844 1
5.548206215318479 -14.741246621235105 1
6.47106945519439 -14.6468875542387 1
7.387553003632814 -14.538088428491173 1
8.296753318756029 -14.414956506765037 1
9.197774039072966 -14.277613182235287 1
10.089726867183346 -14.126193858800383 1
10.97173244553122 -13.960847817590427 1
11.842921223345305 -13.781738069794002 1
12.70243431391072 -13.589041195948884 1
13.549424341327306 -13.382947171855001 1
14.383056275919861 -13.163659181281266 1
15.202508257476277 -12.931393415650975 1
16.006972405502204 -12.686378860903247 1
16.79565561569358 -12.428857071740554 1
17.567780341841466 -12.159081933485034 1
18.322585362398367 -11.877319411778327 1
19.05932653095082 -11.58384729037156 1
19.777277509857548 -11.27895489726423 1
20.475730486330523 -10.962942819461784 1
21.153996870252683 -10.636122606633252 1
21.811407973044542 -10.298816463960906 1
22.447315666910157 -9.951356934484988 1
23.061093023812752 -9.594086571256469 1
23.65213493354977 -9.227357599621282 1
24.219858700318515 -8.851531569968632 1
24.76370461718357 -8.466979001286129 1
25.2831365178801 -8.074079015872925 1
25.77764230540896 -7.673218965570937 1
26.24673445690238 -7.264794049882855 1
26.689950504262466 -6.849206926353221 1
27.106853490098796 -6.426867313596855 1
27.497032398515554 -5.998191587365856 1
27.860102560323465 -5.563602370053457 1
28.195706032277048 -5.123528114039574 1
28.50351194996336 -4.6784026792885145 1
28.78321685399427 -4.2286649056156085 1
29.03454498918068 -3.7747581800442194 1
29.257248576393778 -3.3171299996798522 1
29.451108056845293 -2.8562315305320745 1
29.615932308545872 -2.392517162719454 1
29.75155883472824 -1.9264440624959769 1
29.857853924049355 -1.4584717215402838 1
29.934712782413598 -0.9890615039525821 1
29.982059636287108 -0.5186761914054452 1
30.0 0.0 0
29.973711573571656 0.6278165544839922 0
29.89489236637756 1.2545328216811142 0
29.763680513946344 1.8790504426259225 0
29.580305973153287 2.500274911616323 0
29.34509011920668 3.1171174944024127 0
29.058445182417955 3.728497136260495 0
28.72087352574255 4.333342356608252 0
28.332966764357863 4.930593126840641 0
27.895404728821074 5.519202728095493 0
27.40895427362411 6.0981395856929685 0
26.87446793323382 6.666389077033891 0
26.29288242797261 7.222955309788526 0
25.665217022358277 7.766862867259389 0
24.992571738779954 8.297158517859252 0
24.276125429640967 8.812912885708378 0
23.517133711347153 9.313222079423149 0
22.716926763761585 9.797209276241531 0
21.8769069989822 10.264026258709146 0
20.998546603527984 10.712854901232717 0
20.08338495824117 11.142908603895712 0
19.133025940427235 11.553433671023289 0
18.14913511296086 11.943710632080501 0
17.133436805284138 12.313055502588856 0
16.087711091412725 12.660820982851348 0
15.013790670246173 12.986397592385165 0
13.913557653649933 13.289214738073873 0
12.78894026793806 13.568741714167091 0
11.641909474537504 13.824488632375104 0
10.474475515756499 14.056007280428336 0
9.288684391710726 14.26289190759705 0
8.086614274581779 14.444779935794541 0
6.870371866492048 14.601352595017648 0
5.642088707379142 14.73233548201086 0
4.4039174393405 14.83749904117497 0
3.1580280339951443 14.916658966877442 0
1.9066039894744327 14.969676526459416 0
0.6518385037067023 14.99645880337326 0
-0.6040693692975521 14.99695886002456 0
-1.85891857342364 14.971175820033146 0
-3.110509907939486 14.919154869769017 0
-4.356649881730698 14.840987179160422 0
-5.595154557529241 14.736809741912934 0
-6.823853379398409 14.606805135419524 0
-8.040592976766083 14.45120120078241 0
-9.243240938339778 14.270270643507427 0
-10.429689549288991 14.06433055557082 0
-11.597859485145754 13.83374185969594 0
-12.745703455949062 13.578908676813908 0
-13.871209794247108 13.300277617816697 0
-14.972405980668594 12.998337000843986 0
-16.04736210088489 12.673615995475437 0
-17.094194227903955 12.326683695328349 0
-18.1110677237689 11.958148120685916 0
-19.09620045487416 11.56865515290416 0
-20.047865915264843 11.15888740246493 0
-20.964396252444924 10.729563012658916 0
-21.844185190391872 10.281434400995128 0
-22.685690844654506 9.815286940542782 0
-23.487438424600754 9.331937583516458 0
-24.248022818079303 8.83223342951693 0
-24.966111053965463 8.317050240936739 0
-25.640444638275348 7.787290908132575 0
-26.269841759754346 7.243883867054099 0
-26.853199361074303 6.687781472102662 0
-27.38949507200964 6.119958327071344 0
-27.87778900120432 5.541409577091636 0
-28.31722538338945 4.953149164580154 0
-28.70703407916484 4.356208052241894 0
-29.046531924715826 3.7516324162444374 0
-29.335123929100053 3.1404818127296004 0
-29.572304317005838 2.5238273208758697 0
-29.75765741515468 1.9027496657659528 0
-29.890858380794306 1.278337324349373 0
-29.971673771005694 0.6516846178193352 0
-29.999961951826187 0.023889793747302424 0
-29.975673346471762 -0.603946898663758 0
-29.89885052222342 -1.2307251368340018 0
-29.769628115825373 -1.8553464531900339 0
-29.58823259752586 -2.4767161602971477 0
-29.354981874174022 -3.093745269366677 0
-29.070284732068544 -3.705352398776081 0
-28.73464012053439 -4.31046566925707 0
-28.34863627748334 -4.9080245824301745 0
-27.912949698490653 -5.496981879393698 0
-27.42834395119483 -6.076305376109608 0
-26.895668337098193 -6.644979772369772 0
-26.315856403113493 -7.20200843117235 0
-25.68992430546533 -7.7464151253896425 0
-25.018969028813544 -8.27724574866647 0
-24.304166463719973 -8.793569987550411 0
-23.546769345827485 -9.294482951923671 0
-22.748105060363468 -9.779106760878854 0
-21.909573315815187 -10.246592081259495 0
-21.03264369085431 -10.696119616168827 0
-20.118853058809393 -11.126901540838265 0
-19.16980289420054 -11.538182883338916 0
-18.187156466056344 -11.92924284771654 0
-17.17263592293221 -12.29939607723097 0
-16.128019274738712 -12.647993855486101 0
-15.055137276669285 -12.974425243345491 0
-13.955870220688773 -13.2781181496409 0
-12.832144640205561 -13.558540333797401 0
-11.685929933702912 -13.815200338617842 0
-10.519234913246335 -14.04764835159198 0
-9.334104283916467 -14.255476993220643 0
-8.132615060337091 -14.438322030973495 0
-6.916872926578826 -14.59586301762901 0
-5.689008545817589 -14.727823852878048 0
-4.451173826215889 -14.833973267206687 0
-3.205538149570813 -14.914125227210329 0
-1.9542845693385467 -14.968139261628725 0
-0.6996059846982067 -14.995920707530551 0
