400 400
30.0 0.0 1
29.996302725946023 0.23549032538673556 1
29.985211815106467 0.4709226059554702 1
29.96673000122378 0.7062388111953762 1
29.940861839786695 0.9413809392064463 1
29.90761370690735 1.176291030996087 1
29.866993797749693 1.4109111847651397 1
29.819012124509452 1.6451835701797994 1
29.763680513946344 1.879050442625923 1
29.7010126044689 2.1124541574422038 1
29.631023842772844 2.345337184128717 1
29.55373148003368 2.5776421205273166 1
29.469154567654567 2.8093117069704063 1
29.377313952570418 3.0402888403945822 1
29.278232272109452 3.2705165884156795 1
29.17193394841343 3.499938203361747 1
29.058445182417955 3.7284971362604953 1
28.93779394739436 3.956137050777762 1
28.81000998205471 4.182801837103575 1
28.675124783221627 4.4084356257823725 1
28.53317159806485 4.6329828014839824 1
28.384185415906263 4.856388016711963 1
28.22820295959558 5.078596205445928 1
28.065262676458715 5.299552596714494 1
27.895404728821074 5.519202728095493 1
27.718670984108165 5.737492459140145 1
27.535105004525914 5.9543679847178606 1
27.344752036323214 6.169775848278395 1
27.147658998639432 6.3836629550280835 1
26.943874471939527 6.595976585016911 1
26.73344868603972 6.806664406133177 1
26.516433507726568 7.015674487002583 1
26.292882427972607 7.222955309788528 1
26.062850548751648 7.42845578289048 1
25.826394569456916 7.632125253537287 1
25.583572772925564 7.833913520272321 1
25.334445011072788 8.033770845327386 1
25.079072690139263 8.231647966882315 1
24.817518755555408 8.427496111207283 1
24.54984767642629 8.621267004684793 1
24.276125429640967 8.812912885708378 1
23.996419483610175 9.002386516455148 1
23.710798781636385 9.189641194529175 1
23.419333724920303 9.374630764472947 1
23.12209615520806 9.557309629143978 1
22.819159337083267 9.737632760953835 1
22.510597939908443 9.915555712966743 1
22.196488019420105 10.091034629855104 1
21.8769069989822 10.264026258709146 1
21.551933650502395 10.434487959698147 1
21.22164807501599 10.60237771658049 1
20.88613168294223 10.767654147060034 1
20.54546717401786 10.93027651298624 1
20.199738516912866 11.090204730395499 1
19.8490309285335 11.247399379391227 1
19.493430853017557 11.40182171386028 1
19.133025940427235 11.553433671023289 1
18.767905025144664 11.702197880816552 1
18.39815810397564 11.8480776751032 1
18.023876313966703 11.991037096711342 1
17.64515190994125 12.131040908296953 1
17.26207824176013 12.268054601029371 1
16.874749731312278 12.402044403097179 1
16.48326184924117 12.532977288032466 1
16.08771109141272 12.66082098285135 1
15.68819495513054 12.785543976008771 1
15.284811915104264 12.907115525165631 1
14.877661399177086 13.025505664766301 1
14.46684376381824 13.14068521342469 1
14.052460269386676 13.25262578111701 1
13.634613055171874 13.361299776179493 1
13.21340511421808 13.466680412109321 1
12.78894026793806 13.568741714167091 1
12.361323140522677 13.667458525779205 1
11.9306591331526 13.762806514738577 1
11.497054398018548 13.85476217920216 1
11.060615812156296 13.9433028534838 1
10.621450951103158 14.028406713640985 1
10.17966806238222 14.110052782854105 1
9.735376038820942 14.18822093659694 1
9.288684391710726 14.26289190759705 1
8.839703223814043 14.334047290584852 1
8.388543202225742 14.401669546830258 1
7.9353155310953 14.465742008465707 1
7.4801319242166375 14.526248882594528 1
7.023104577492386 14.583175255183672 1
6.5643461412793025 14.636507094739779 1
6.103969692621582 14.68623125576774 1
5.642088707379148 14.73233548201086 1
5.178817032257502 14.774808409471843 1
4.714268856746292 14.81363956921384 1
4.248558684973243 14.848819389940891 1
3.781801307480683 14.880339200357106 1
3.3141117729313487 14.908191231303999 1
2.8456053597506856 14.93236861767548 1
2.3763975477123984 14.952865400109994 1
1.9066039894744327 14.969676526459416 1
1.4363404820723744 14.982797853034327 1
0.9657229383771669 14.992226145625374 1
0.4948673585244135 14.99795908030045 1
0.0238898013219979 14.99999524397752 1
-0.44709364435658316 14.9983341347729 1
-0.9179668881864458 14.992976162124993 1
-1.3886138670057553 14.98392264669335 1
-1.85891857342364 14.971175820033146 1
-2.328765084414187 14.954738824045151 1
-2.7980375898897867 14.934615710201282 1
-3.2666204212465035 14.910811438545988 1
-3.7343980798747034 14.883331876473662 1
-4.201255265627715 14.852183797282434 1
-4.667076905241544 14.817374878504635 1
-5.131748180698731 14.778913700014417 1
-5.595154557529241 14.736809741912934 1
-6.057181813041524 14.691073382191641 1
-6.517716064476643 14.64171589417428 1
-6.9766437970786574 14.588749443738177 1
-7.433851892074362 14.53218708631552 1
-7.889227654555283 14.472042763675418 1
-8.342658841255345 14.408331300487438 1
-8.794033688217064 14.341068400667568 1
-9.243240938339778 14.270270643507427 1
-9.690169868802753 14.195955479587727 1
-10.134710318356774 14.118141226476954 1
-10.576752714477141 14.036847064216383 1
-11.016188100371746 13.95209303059247 1
-11.452908161837199 13.86390001619785 1
-11.886805253956709 13.772289759282106 1
-12.317772427632873 13.677284840393646 1
-12.745703455949075 13.578908676813905 1
-13.170492860352782 13.477185516785362 1
-13.592035936654447 13.372140433534698 1
-14.010228780835506 13.26379931909263 1
-14.424968314659113 13.152188877911927 1
-14.83615231107744 13.037336620285137 1
-15.243679419429073 12.919270855563738 1
-15.647449190420408 12.798020685180305 1
-16.04736210088489 12.673615995475437 1
-16.44331957831401 12.54608745033123 1
-16.835224025153927 12.415466483613091 1
-17.222978842861785 12.281785291421755 1
-17.606488455715777 12.145076824157464 1
-17.985658334373188 12.005374778398135 1
-18.36039501917036 11.862713588593717 1
-18.73060614315921 11.717128418578573 1
-19.09620045487416 11.56865515290416 1
-19.45708784082436 11.417330387994 1
-19.81317934770524 11.263191423123228 1
-20.164387204324193 11.106276251224875 1
-20.51062484323483 10.946623549525194 1
-20.85180692207454 10.7842726700103 1
-21.187849344600156 10.619263629726483 1
-21.51866928141636 10.45163710091663 1
-21.844185190391872 10.281434400995128 1
-22.164316836758413 10.108697482363734 1
-22.47898531288732 9.933468922070931 1
-22.788113057739093 9.755791911317361 1
-23.091623875981032 9.575710244809818 1
-23.38944295676825 9.393268309966508 1
-23.681496892183404 9.208511075976233 1
-23.96771369533065 9.021484082714156 1
-24.248022818079303 8.83223342951693 1
-24.522355168452933 8.640805763819856 1
-24.790643127659443 8.447248269659056 1
-25.052820566758136 8.251608656041263 1
-25.308822862959484 8.053935145184296 1
-25.558586915553636 7.854276460631024 1
-25.802051161463847 7.652681815239709 1
-26.039155590420826 7.449200899053801 1
-26.269841759754343 7.243883867054105 1
-26.4940528087985 7.036781326796299 1
-26.711733472907035 6.827944325936944 1
-26.92283009707515 6.617424339651049 1
-27.12729064916477 6.405273257944147 1
-27.325064732729604 6.19154337286223 1
-27.516103599437145 5.976287365602539 1
-27.700360161084372 5.759558293528457 1
-27.877789001204313 5.541409577091642 1
-28.048346386260498 5.321894986664705 1
-28.21199027642664 5.10106862928761 1
-28.368680335948774 4.878984935331155 1
-28.518377943087465 4.655698645080625 1
-28.66104619963747 4.431264795243182 1
-28.79664994002256 4.2057387053821635 1
-28.925155739963344 3.9791759642815987 1
-29.046531924715826 3.7516324162444374 1
-29.160748576878767 3.523164147327762 1
-29.267777543767856 3.2938274715184326 1
-29.367592444354937 3.0636789168525285 1
-29.460168675770543 2.832775211482019 1
-29.545483419368107 2.6011732696921723 1
-29.62351564634843 2.3689301778729974 1
-29.694246122942978 2.1361031804483344 1
-29.75765741515468 1.9027496657659528 1
-29.813733893055172 1.6689271519522146 1
-29.86246173463734 1.434693272734684 1
-29.90382892922223 1.2001057632362941 1
-29.937825280419478 0.9652224457445548 1
-29.964442408640615 0.7301012154591513 1
-29.98367375316447 0.49480002622170177 1
-29.9955145737543 0.25937687623099503 1
-29.999961951826187 0.023889793747302424 1
-29.99701479116843 -0.21160317721068866 1
-29.986673818211727 -0.44704399117289045 1
-29.968941581850164 -0.6823746155251357 1
-29.94382245281289 -0.9175370448132961 1
-29.911322622586837 -1.1524733150408333 1
-29.871450101890623 -1.3871255179559976 1
-29.824214718699984 -1.6214358153253585 1
-29.769628115825373 -1.8553464531900339 1
-29.70770374804216 -2.0887997761012085 1
-29.638456878774228 -2.321738241331308 1
-29.561904576331774 -2.554104433057435 1
-29.47806570970425 -2.7858410765134494 1
-29.386960943909408 -3.0168910521074177 1
-29.288612734899687 -3.247197409500685 1
-29.183045324027198 -3.4767033816452604 1
-29.070284732068544 -3.705352398776081 1
-28.95035875281112 -3.93308810235458 1
-28.823296946202362 -4.15985435896023 1
-28.689130631063655 -4.385595274126567 1
-28.54789287737073 -4.610255206118348 1
-28.3996184981024 -4.833778779646416 1
-28.244344040659684 -5.056110899516835 1
-28.082107777857434 -5.277196764211068 1
-27.912949698490653 -5.496981879393698 1
-27.736911497477855 -5.7154120713444785 1
-27.554036565583935 -5.932433500311309 1
-27.36436997872493 -6.147992673780965 1
-27.167958486857543 -6.36203645966418 1
-26.964850502455967 -6.574512099391867 1
-26.755096088578927 -6.785367220919378 1
-26.538746946529894 -6.994549851635383 1
-26.315856403113493 -7.20200843117235 1
-26.08647939749128 -7.407691824115371 1
-25.85067246764001 -7.611549332606318 1
-25.608493736415912 -7.813530708840065 1
-25.36000289722827 -8.013586167449843 1
-25.10526119932593 -8.211666397778528 1
-24.844331432700226 -8.407722576033054 1
-24.577277912608224 -8.60170637731869 1
-24.304166463719973 -8.793569987550411 1
-24.025064403893747 -8.983266115238344 1
-23.74004052758315 -9.170748003144421 1
-23.44916508888036 -9.355969439807328 1
-23.15250978419952 -9.538884770932942 1
-22.85014773460473 -9.719448910647383 1
-22.542153467786697 -9.897617352610075 1
-22.228602899692845 -10.073346180983838 1
-21.909573315815198 -10.24659208125949 1
-21.5851433521406 -10.417312350932226 1
-21.255392975768192 -10.585464910027147 1
-20.92040346519869 -10.751008311471333 1
-20.58025739030048 -10.913901751309913 1
-20.235038591957395 -11.074105078763644 1
-19.884832161403157 -11.231578806125462 1
-19.52972441924774 -11.386284118493602 1
-19.169802894200522 -11.538182883338925 1
-18.805156301495956 -11.687237659903932 1
-18.435874521026427 -11.833411708431434 1
-18.062048575188303 -11.976668999220298 1
-17.683770606446274 -12.116974221506238 1
-17.301133854621572 -12.254292792165398 1
-16.914232633909894 -12.38859086423853 1
-16.523162309634202 -12.51983533527382 1
-16.128019274738712 -12.647993855486101 1
-15.728900926029452 -12.773034835730602 1
-15.325905640167436 -12.894927455289192 1
-14.919132749420264 -13.013641669467235 1
-14.508682517178297 -13.129148216999122 1
-14.094656113241124 -13.241418627260776 1
-13.677155588880783 -13.35042522728721 1
-13.256283851687739 -13.456141148593483 1
-12.832144640205561 -13.558540333797401 1
-12.404842498361047 -13.657597543042257 1
-11.974482749695676 -13.75328836021808 1
-11.541171471404962 -13.845589198979834 1
-11.105015468191999 -13.934477308561096 1
-10.66612224594171 -14.01993077938179 1
-10.22459998522235 -14.101928548448534 1
-9.780557514620481 -14.180450404546402 1
-9.334104283916467 -14.255476993220643 1
-8.885350337106717 -14.32698982154728 1
-8.434406285279486 -14.394971262691339 1
-7.981383279350998 -14.459404560251578 1
-7.5263929826682725 -14.520273832390712 1
-7.069547543485865 -14.577564075750043 1
-6.610959567323093 -14.631261169147546 1
-6.150742089208311 -14.68135187705854 1
-5.689008545817589 -14.727823852878048 1
-5.225872747514248 -14.77066564196404 1
-4.761448850296324 -14.809866684460834 1
-4.29585132765883 -14.845417317901944 1
-3.8291949423777716 -14.87730877959173 1
-3.3615947182228156 -14.905533208765265 1
-2.8931659116057755 -14.930083648525903 1
-2.4240239831714807 -14.950954047560053 1
-1.9542845693385467 -14.968139261628725 1
-1.4840634537968194 -14.98163505483551 1
-1.0134765389682805 -14.99143810067067 1
-0.5426398174389523 -14.997545982831074 1
-0.07166934336844616 -14.99995719581577 1
0.3993187961156401 -14.99867114529708 1
0.8702085095314768 -14.993688148267083 1
1.3408837296576976 -14.985009432959487 1
